cons_id,party_id,party_list_vote,party_list_vote_percent,mp_app_rank,mp_app_vote,mp_app_vote_percent
AYA_4,741,20,0.01755,0,0,0.0
AYA_4,742,15,0.01316,0,0,0.0
AYA_4,743,468,0.41068,6,414,0.3633
AYA_4,745,3,0.00263,0,0,0.0
AYA_4,747,106,0.09302,0,0,0.0
AYA_4,748,185,0.16234,0,0,0.0
AYA_4,749,36,0.03159,0,0,0.0
AYA_4,750,40,0.0351,0,0,0.0
AYA_4,751,12,0.01053,0,0,0.0
AYA_4,752,78,0.06845,0,0,0.0
AYA_4,755,16,0.01404,0,0,0.0
AYA_4,758,155,0.13602,0,0,0.0
AYA_4,761,2368,2.078,0,0,0.0
AYA_4,762,396,0.3475,0,0,0.0
AYA_4,763,9980,8.75777,4,2939,2.57907
AYA_4,764,108,0.09477,0,0,0.0
AYA_4,765,27,0.02369,0,0,0.0
AYA_4,767,19,0.01667,0,0,0.0
AYA_4,768,16,0.01404,0,0,0.0
AYA_4,769,262,0.22991,8,338,0.29661
AYA_4,770,8,0.00702,0,0,0.0
AYA_4,771,71,0.0623,0,0,0.0
AYA_4,773,138,0.1211,0,0,0.0
AYA_4,774,4,0.00351,0,0,0.0
AYA_4,775,18,0.0158,0,0,0.0
AYA_4,776,132,0.11583,0,0,0.0
AYA_4,777,33,0.02896,0,0,0.0
AYA_4,778,203,0.17814,0,0,0.0
AYA_4,779,109,0.09565,0,0,0.0
AYA_4,780,126,0.11057,0,0,0.0
AYA_4,781,113,0.09916,0,0,0.0
AYA_4,783,8,0.00702,0,0,0.0
AYA_4,784,169,0.1483,0,0,0.0
AYA_4,786,171,0.15006,0,0,0.0
AYA_5,701,868,0.80947,5,836,0.77963
AYA_5,702,109,0.10165,0,0,0.0
AYA_5,703,17,0.01585,0,0,0.0
AYA_5,705,37551,35.01912,2,30120,28.08915
AYA_5,706,165,0.15387,0,0,0.0
AYA_5,707,374,0.34878,6,601,0.56048
AYA_5,708,147,0.13709,0,0,0.0
AYA_5,709,2949,2.75016,1,37275,34.76173
AYA_5,710,5,0.00466,0,0,0.0
AYA_5,712,264,0.2462,0,0,0.0
AYA_5,714,2127,1.98359,0,0,0.0
AYA_5,715,8,0.00746,0,0,0.0
AYA_5,717,8,0.00746,0,0,0.0
AYA_5,718,37,0.03451,0,0,0.0
AYA_5,719,813,0.75818,10,273,0.25459
AYA_5,721,283,0.26392,0,0,0.0
AYA_5,722,14,0.01306,0,0,0.0
AYA_5,723,4,0.00373,0,0,0.0
AYA_5,724,28,0.02611,0,0,0.0
AYA_5,725,18,0.01679,0,0,0.0
AYA_5,726,39118,36.48046,3,22100,20.6099
AYA_5,727,361,0.33666,13,0,0.0
AYA_5,728,95,0.08859,0,0,0.0
AYA_5,729,15,0.01399,0,0,0.0
AYA_5,731,39,0.03637,0,0,0.0
AYA_5,732,27,0.02518,0,0,0.0
AYA_5,733,50,0.04663,8,374,0.34878
AYA_5,734,64,0.05968,0,0,0.0
AYA_5,736,176,0.16413,0,0,0.0
AYA_5,737,12,0.01119,0,0,0.0
AYA_5,738,573,0.53437,11,219,0.20423
AYA_5,739,15,0.01399,0,0,0.0
AYA_5,740,145,0.13522,0,0,0.0
AYA_5,741,16,0.01492,0,0,0.0
AYA_5,742,8,0.00746,0,0,0.0
AYA_5,743,375,0.34972,12,209,0.19491
AYA_5,745,13,0.01212,0,0,0.0
AYA_5,747,256,0.23874,0,0,0.0
AYA_5,748,188,0.17532,0,0,0.0
AYA_5,749,65,0.06062,0,0,0.0
AYA_5,750,51,0.04756,0,0,0.0
AYA_5,751,6,0.0056,0,0,0.0
AYA_5,752,130,0.12123,0,0,0.0
AYA_5,755,40,0.0373,0,0,0.0
AYA_5,758,289,0.26951,0,0,0.0
AYA_5,761,152,0.14175,0,0,0.0
AYA_5,762,382,0.35624,9,341,0.31801
AYA_5,763,9804,9.14296,4,8786,8.1936
AYA_5,764,74,0.06901,0,0,0.0
AYA_5,765,26,0.02425,0,0,0.0
AYA_5,767,31,0.02891,0,0,0.0
AYA_5,768,14,0.01306,0,0,0.0
AYA_5,769,205,0.19118,7,377,0.35158
AYA_5,770,12,0.01119,0,0,0.0
AYA_5,771,152,0.14175,0,0,0.0
AYA_5,773,236,0.22009,0,0,0.0
AYA_5,774,7,0.00653,0,0,0.0
